squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,league_name,league_country
vs Arsenal,28.0,42.0,38.0,418.0,3420.0,49.0,32.0,7.0,7.0,76.0,2.0,1.29,0.84,2.13,1.11,1.95,54.5,49.2,35.1,1.43,0.92,2.36,1.29,2.22,38.0,38.0,3420.0,73.0,1.92,158.0,93.0,0.563,10.0,7.0,21.0,4.0,10.5,5.0,4.0,1.0,0.0,38.0,3.0,8.0,4.0,59.4,0.35,-9.6,-0.25,301.0,719.0,41.9,818.0,136.0,58.2,45.1,295.0,82.4,60.5,302.0,28.0,9.3,19.0,0.5,14.3,489.0,175.0,18.0,35.8,12.87,4.61,0.09,0.24,0.1,-5.5,-7.2,12283.0,16125.0,76.2,242801.0,90887.0,5232.0,6103.0,85.7,4901.0,5942.0,82.5,1954.0,3545.0,55.1,-3.1,348.0,988.0,299.0,64.0,1134.0,14377.0,1748.0,444.0,52.0,2866.0,500.0,448.0,183.0,12.0,23.0,9.0,10042.0,2142.0,3941.0,4412.0,9528.0,876.0,716.0,218.0,82.0,359.0,292.0,414.0,771.0,20.29,546.0,68.0,44.0,47.0,47.0,91.0,2.39,56.0,4.0,9.0,5.0,11.0,2.0,638.0,398.0,313.0,242.0,83.0,194.0,579.0,33.5,385.0,7524.0,1762.0,23.4,2458.0,3318.0,1748.0,718.0,150.0,4.0,568.0,413.0,856.0,10.0,20660.0,2266.0,6503.0,9732.0,5642.0,945.0,18942.0,349.0,583.0,59.9,380.0,10.0,13155.0,73837.0,40249.0,15055.0,12283.0,81.6,470.0,401.0,1.0,477.0,387.0,94.0,7.0,5.0,4.0,3415.0,483.0,418.0,53.6,Premier League,England
vs Bournemouth,28.0,53.2,38.0,418.0,3420.0,67.0,48.0,5.0,5.0,91.0,9.0,1.76,1.26,3.03,1.63,2.89,55.8,52.0,35.1,1.47,0.92,2.39,1.37,2.29,38.0,38.0,3420.0,56.0,1.47,152.0,104.0,0.678,19.0,6.0,13.0,12.0,31.6,9.0,7.0,1.0,1.0,38.0,0.0,7.0,1.0,58.9,0.35,3.9,0.1,293.0,748.0,39.2,863.0,113.0,56.7,45.0,301.0,86.0,63.6,318.0,24.0,7.5,22.0,0.58,15.0,513.0,166.0,18.0,32.4,13.5,4.37,0.12,0.37,0.11,11.2,10.0,16058.0,20278.0,79.2,311851.0,104530.0,6772.0,7717.0,87.8,6749.0,7891.0,85.5,2334.0,4139.0,56.4,12.9,368.0,1320.0,365.0,71.0,1407.0,18528.0,1750.0,356.0,59.0,3489.0,579.0,504.0,222.0,30.0,26.0,8.0,13603.0,2469.0,4206.0,5438.0,12476.0,923.0,777.0,191.0,79.0,402.0,265.0,446.0,815.0,21.45,631.0,56.0,33.0,46.0,35.0,121.0,3.18,91.0,3.0,7.0,9.0,8.0,3.0,645.0,399.0,330.0,234.0,81.0,194.0,546.0,35.5,352.0,5828.0,1663.0,28.5,1965.0,2377.0,1486.0,618.0,115.0,1.0,503.0,369.0,794.0,7.0,24409.0,2250.0,7056.0,11636.0,7186.0,1043.0,22695.0,291.0,459.0,63.4,318.0,16.0,16752.0,90191.0,46867.0,18929.0,16058.0,84.8,458.0,353.0,4.0,457.0,329.0,85.0,3.0,7.0,1.0,3604.0,527.0,524.0,50.1,Premier League,England
vs Brighton,21.0,57.4,38.0,418.0,3420.0,60.0,39.0,10.0,10.0,52.0,2.0,1.58,1.03,2.61,1.32,2.34,56.4,49.0,35.4,1.48,0.93,2.42,1.29,2.22,38.0,38.0,3420.0,35.0,0.92,99.0,69.0,0.697,20.0,9.0,9.0,13.0,34.2,6.0,5.0,1.0,0.0,38.0,0.0,10.0,0.0,36.8,0.32,1.8,0.05,208.0,574.0,36.2,818.0,122.0,45.7,40.7,261.0,76.6,59.8,325.0,28.0,8.6,28.0,0.74,15.8,566.0,155.0,27.0,27.4,14.89,4.08,0.09,0.32,0.09,3.6,1.0,17605.0,21611.0,81.5,329901.0,105860.0,7481.0,8448.0,88.6,7670.0,8785.0,87.3,2227.0,3799.0,58.6,3.6,406.0,1410.0,387.0,74.0,1484.0,19756.0,1855.0,493.0,45.0,3303.0,544.0,473.0,215.0,25.0,30.0,7.0,15137.0,2471.0,4003.0,5935.0,13268.0,1009.0,814.0,180.0,31.0,402.0,303.0,460.0,894.0,23.53,633.0,77.0,67.0,51.0,56.0,102.0,2.68,65.0,3.0,13.0,10.0,11.0,0.0,552.0,335.0,263.0,198.0,91.0,164.0,510.0,32.2,346.0,5396.0,1552.0,28.8,1821.0,2235.0,1340.0,526.0,105.0,4.0,421.0,312.0,832.0,6.0,25956.0,1922.0,6891.0,13011.0,7755.0,1095.0,24149.0,371.0,595.0,62.4,401.0,21.0,18055.0,100883.0,56994.0,20470.0,17605.0,86.0,471.0,492.0,1.0,329.0,444.0,39.0,8.0,5.0,0.0,3729.0,551.0,583.0,48.6,Premier League,England
vs Burnley,23.0,58.8,38.0,418.0,3420.0,64.0,43.0,2.0,3.0,58.0,3.0,1.68,1.13,2.82,1.63,2.76,63.1,60.8,44.8,1.66,1.18,2.84,1.6,2.78,38.0,38.0,3420.0,45.0,1.18,114.0,73.0,0.623,20.0,7.0,11.0,12.0,31.6,2.0,2.0,0.0,0.0,38.0,0.0,10.0,2.0,43.8,0.38,0.8,0.02,273.0,750.0,36.4,1034.0,146.0,48.7,41.2,297.0,82.8,61.2,368.0,45.0,12.2,22.0,0.58,15.7,654.0,199.0,13.0,30.4,17.21,5.24,0.09,0.31,0.1,0.9,1.2,16662.0,21116.0,78.9,324021.0,109112.0,6921.0,7927.0,87.3,7093.0,8300.0,85.5,2412.0,4270.0,56.5,-1.8,490.0,1241.0,411.0,114.0,1436.0,19155.0,1961.0,433.0,41.0,3302.0,649.0,602.0,246.0,14.0,17.0,2.0,13923.0,2615.0,4578.0,5818.0,12565.0,1052.0,902.0,241.0,42.0,450.0,300.0,502.0,1046.0,27.53,825.0,66.0,46.0,68.0,30.0,106.0,2.79,79.0,4.0,5.0,9.0,5.0,4.0,492.0,310.0,243.0,197.0,52.0,149.0,400.0,37.3,251.0,5178.0,1495.0,28.9,1721.0,2421.0,1036.0,516.0,100.0,2.0,416.0,214.0,1041.0,8.0,25445.0,2357.0,8147.0,11767.0,7091.0,1201.0,23528.0,340.0,579.0,58.7,369.0,18.0,17166.0,97019.0,54073.0,19531.0,16662.0,85.3,455.0,381.0,1.0,380.0,345.0,47.0,1.0,2.0,2.0,4031.0,749.0,706.0,51.5,Premier League,England
vs Cardiff City,25.0,64.4,38.0,418.0,3420.0,69.0,53.0,4.0,7.0,49.0,3.0,1.82,1.39,3.21,1.71,3.11,61.8,56.5,41.0,1.63,1.08,2.71,1.49,2.57,38.0,38.0,3420.0,34.0,0.89,113.0,82.0,0.726,24.0,4.0,10.0,17.0,44.7,4.0,3.0,1.0,0.0,38.0,0.0,4.0,1.0,39.4,0.33,6.4,0.17,211.0,513.0,41.1,897.0,162.0,35.9,36.0,274.0,69.7,54.9,306.0,22.0,7.2,20.0,0.53,14.8,557.0,201.0,21.0,36.1,14.66,5.29,0.12,0.32,0.11,7.2,8.5,17680.0,22070.0,80.1,328839.0,117630.0,7666.0,8741.0,87.7,7496.0,8788.0,85.3,2241.0,3805.0,58.9,12.0,418.0,1336.0,386.0,69.0,1621.0,20142.0,1928.0,405.0,48.0,3810.0,499.0,459.0,268.0,39.0,32.0,4.0,15433.0,2554.0,4083.0,5609.0,13596.0,1169.0,909.0,257.0,31.0,393.0,366.0,560.0,901.0,23.71,639.0,83.0,69.0,47.0,48.0,119.0,3.13,82.0,6.0,13.0,7.0,7.0,0.0,572.0,351.0,315.0,209.0,48.0,164.0,498.0,32.9,334.0,4734.0,1508.0,31.9,1840.0,1952.0,942.0,514.0,129.0,6.0,385.0,257.0,973.0,7.0,26503.0,2258.0,7888.0,13108.0,7236.0,1139.0,24614.0,394.0,615.0,64.1,417.0,30.0,17963.0,103443.0,56602.0,20899.0,17680.0,84.6,510.0,472.0,0.0,419.0,366.0,37.0,6.0,4.0,1.0,4018.0,737.0,743.0,49.8,Premier League,England
vs Chelsea,24.0,37.2,38.0,418.0,3420.0,39.0,30.0,1.0,2.0,63.0,0.0,1.03,0.79,1.82,1.0,1.79,35.2,33.5,26.9,0.93,0.71,1.63,0.88,1.59,38.0,38.0,3420.0,63.0,1.66,189.0,132.0,0.693,8.0,9.0,21.0,10.0,26.3,5.0,5.0,0.0,0.0,38.0,0.0,9.0,2.0,56.8,0.28,-4.2,-0.11,314.0,818.0,38.4,930.0,129.0,58.6,46.3,332.0,82.2,61.7,348.0,24.0,6.9,8.0,0.21,12.9,345.0,120.0,9.0,34.8,9.08,3.16,0.11,0.32,0.1,3.8,4.5,12092.0,15729.0,76.9,253329.0,89007.0,4420.0,5171.0,85.5,5341.0,6247.0,85.5,2168.0,3806.0,57.0,3.1,256.0,952.0,257.0,66.0,1016.0,14049.0,1680.0,391.0,26.0,2892.0,486.0,364.0,140.0,18.0,11.0,3.0,10096.0,1945.0,3688.0,4504.0,9284.0,692.0,716.0,212.0,72.0,370.0,279.0,417.0,525.0,13.82,378.0,55.0,34.0,20.0,20.0,62.0,1.63,44.0,7.0,4.0,4.0,3.0,0.0,724.0,470.0,396.0,248.0,80.0,197.0,659.0,29.9,462.0,8431.0,1762.0,20.9,3254.0,3438.0,1739.0,706.0,188.0,1.0,518.0,457.0,859.0,3.0,20140.0,2778.0,7669.0,8710.0,4844.0,692.0,18509.0,311.0,509.0,61.1,338.0,20.0,12807.0,68728.0,33784.0,14645.0,12092.0,82.6,493.0,450.0,0.0,432.0,327.0,79.0,2.0,5.0,2.0,3102.0,352.0,376.0,48.4,Premier League,England
vs Crystal Palace,26.0,55.0,38.0,418.0,3420.0,52.0,35.0,4.0,5.0,62.0,2.0,1.37,0.92,2.29,1.26,2.18,48.5,44.8,33.1,1.28,0.87,2.15,1.18,2.05,38.0,38.0,3420.0,51.0,1.34,137.0,99.0,0.701,17.0,7.0,14.0,11.0,28.9,11.0,10.0,1.0,0.0,38.0,1.0,4.0,3.0,40.1,0.24,-7.9,-0.21,256.0,557.0,46.0,702.0,110.0,50.3,43.1,297.0,68.7,56.0,279.0,16.0,5.7,22.0,0.58,14.9,524.0,156.0,20.0,29.8,13.79,4.11,0.09,0.31,0.09,3.5,3.2,16753.0,20829.0,80.4,337902.0,111410.0,6601.0,7642.0,86.4,7275.0,8397.0,86.6,2682.0,4177.0,64.2,1.9,379.0,1584.0,371.0,102.0,1580.0,18997.0,1832.0,426.0,38.0,3409.0,750.0,534.0,214.0,31.0,34.0,6.0,14139.0,2467.0,4223.0,5526.0,12889.0,988.0,807.0,198.0,48.0,401.0,353.0,559.0,813.0,21.39,588.0,79.0,45.0,45.0,43.0,80.0,2.11,56.0,5.0,6.0,5.0,7.0,1.0,777.0,465.0,395.0,292.0,90.0,236.0,756.0,31.2,520.0,6232.0,1698.0,27.2,2269.0,2687.0,1276.0,628.0,148.0,2.0,480.0,388.0,882.0,9.0,25581.0,2231.0,6919.0,12515.0,7764.0,992.0,23800.0,356.0,629.0,56.6,387.0,17.0,17395.0,97350.0,53796.0,19544.0,16753.0,85.7,501.0,517.0,1.0,413.0,383.0,62.0,4.0,11.0,3.0,3776.0,569.0,528.0,51.9,Premier League,England
vs Everton,23.0,48.5,38.0,418.0,3420.0,44.0,24.0,2.0,5.0,77.0,2.0,1.16,0.63,1.79,1.11,1.74,45.0,41.1,28.8,1.18,0.76,1.94,1.08,1.84,38.0,38.0,3420.0,54.0,1.42,159.0,108.0,0.673,14.0,9.0,15.0,10.0,26.3,5.0,2.0,2.0,1.0,38.0,2.0,8.0,1.0,48.0,0.29,-5.0,-0.13,245.0,701.0,35.0,874.0,138.0,53.3,44.4,293.0,80.2,61.3,377.0,30.0,8.0,23.0,0.61,14.5,398.0,128.0,16.0,32.2,10.47,3.37,0.11,0.33,0.11,-1.0,0.9,13163.0,17565.0,74.9,264710.0,96560.0,5316.0,6258.0,84.9,5527.0,6740.0,82.0,2137.0,3972.0,53.8,-4.8,276.0,1068.0,272.0,61.0,1201.0,15586.0,1979.0,467.0,39.0,3296.0,509.0,398.0,177.0,19.0,18.0,7.0,10580.0,2474.0,4511.0,4683.0,10289.0,917.0,951.0,216.0,77.0,414.0,355.0,492.0,622.0,16.37,428.0,64.0,33.0,36.0,43.0,70.0,1.84,42.0,4.0,2.0,11.0,7.0,2.0,717.0,448.0,343.0,299.0,75.0,219.0,598.0,36.6,379.0,6939.0,1991.0,28.7,2471.0,3086.0,1382.0,658.0,150.0,3.0,508.0,396.0,1011.0,6.0,22287.0,2413.0,7615.0,10476.0,5489.0,815.0,20354.0,303.0,517.0,58.6,334.0,23.0,14139.0,78731.0,42294.0,16339.0,13163.0,80.6,483.0,529.0,1.0,450.0,421.0,85.0,5.0,5.0,1.0,3745.0,662.0,688.0,49.0,Premier League,England
vs Fulham,28.0,51.4,38.0,418.0,3420.0,79.0,59.0,5.0,7.0,43.0,0.0,2.08,1.55,3.63,1.95,3.5,65.2,59.9,44.8,1.72,1.18,2.89,1.58,2.75,38.0,38.0,3420.0,34.0,0.89,138.0,107.0,0.768,26.0,5.0,7.0,15.0,39.5,3.0,2.0,1.0,0.0,38.0,0.0,4.0,1.0,41.3,0.28,8.3,0.22,308.0,691.0,44.6,983.0,146.0,50.5,43.6,269.0,72.5,58.0,299.0,31.0,10.4,19.0,0.5,15.2,582.0,222.0,16.0,38.1,15.32,5.84,0.13,0.33,0.11,13.8,14.1,16145.0,20448.0,79.0,329970.0,112980.0,6051.0,7030.0,86.1,7131.0,8359.0,85.3,2753.0,4464.0,61.7,14.2,412.0,1347.0,406.0,97.0,1521.0,18558.0,1890.0,476.0,38.0,3366.0,653.0,550.0,223.0,25.0,25.0,5.0,13520.0,2400.0,4528.0,5619.0,12164.0,1097.0,850.0,256.0,70.0,394.0,354.0,485.0,886.0,23.32,646.0,66.0,45.0,54.0,48.0,129.0,3.39,94.0,6.0,8.0,12.0,5.0,2.0,700.0,447.0,309.0,290.0,101.0,200.0,624.0,32.1,424.0,7049.0,1866.0,26.5,2068.0,3488.0,1493.0,549.0,123.0,2.0,426.0,317.0,696.0,6.0,24700.0,2232.0,7332.0,11846.0,6985.0,1196.0,22857.0,316.0,525.0,60.2,335.0,21.0,16338.0,87423.0,48290.0,19317.0,16145.0,83.6,480.0,417.0,0.0,357.0,405.0,79.0,5.0,3.0,1.0,3822.0,523.0,541.0,49.2,Premier League,England
vs Huddersfield,31.0,53.0,38.0,418.0,3420.0,75.0,56.0,7.0,8.0,66.0,2.0,1.97,1.47,3.45,1.79,3.26,63.3,57.3,46.1,1.67,1.21,2.88,1.51,2.72,38.0,38.0,3420.0,22.0,0.58,118.0,98.0,0.822,28.0,7.0,3.0,19.0,50.0,1.0,1.0,0.0,0.0,38.0,1.0,3.0,2.0,27.3,0.23,7.3,0.19,256.0,679.0,37.7,932.0,147.0,48.9,41.4,285.0,78.2,59.4,432.0,28.0,6.5,24.0,0.63,15.3,512.0,177.0,24.0,34.6,13.47,4.66,0.13,0.38,0.12,11.7,10.7,15902.0,20072.0,79.2,307429.0,110177.0,6458.0,7457.0,86.6,6985.0,8170.0,85.5,2261.0,3784.0,59.8,9.9,393.0,1303.0,328.0,76.0,1457.0,18210.0,1862.0,434.0,46.0,3777.0,485.0,375.0,167.0,20.0,21.0,2.0,13431.0,2627.0,4014.0,5394.0,12080.0,1015.0,916.0,221.0,71.0,380.0,430.0,529.0,866.0,22.79,627.0,71.0,60.0,46.0,49.0,134.0,3.53,91.0,8.0,13.0,6.0,13.0,0.0,648.0,388.0,334.0,268.0,46.0,214.0,524.0,40.8,310.0,6145.0,1719.0,28.0,2130.0,2850.0,1165.0,647.0,126.0,2.0,521.0,353.0,1029.0,14.0,24839.0,2406.0,7567.0,12314.0,6382.0,940.0,22995.0,443.0,710.0,62.4,479.0,24.0,16637.0,87738.0,46550.0,18873.0,15902.0,84.3,480.0,517.0,0.0,389.0,408.0,79.0,7.0,1.0,2.0,3813.0,613.0,624.0,49.6,Premier League,England
vs Leicester City,25.0,48.9,38.0,418.0,3420.0,48.0,36.0,5.0,5.0,70.0,6.0,1.26,0.95,2.21,1.13,2.08,42.6,38.9,30.9,1.12,0.81,1.93,1.02,1.84,38.0,38.0,3420.0,51.0,1.34,174.0,130.0,0.736,16.0,7.0,15.0,8.0,21.1,7.0,5.0,2.0,0.0,38.0,3.0,5.0,2.0,49.5,0.25,0.5,0.01,259.0,676.0,38.3,807.0,146.0,53.9,43.9,302.0,79.8,59.1,365.0,25.0,6.8,21.0,0.55,14.2,424.0,139.0,18.0,32.8,11.16,3.66,0.1,0.31,0.09,5.4,4.1,14140.0,18448.0,76.6,273696.0,96403.0,6035.0,7036.0,85.8,5875.0,7065.0,83.2,2053.0,3756.0,54.7,5.1,303.0,1163.0,281.0,71.0,1244.0,16578.0,1870.0,381.0,41.0,3207.0,521.0,451.0,201.0,28.0,21.0,10.0,11666.0,2538.0,4244.0,5146.0,10717.0,1036.0,898.0,235.0,81.0,420.0,355.0,536.0,637.0,16.76,453.0,65.0,37.0,33.0,31.0,79.0,2.08,55.0,6.0,8.0,5.0,4.0,0.0,626.0,386.0,304.0,245.0,77.0,178.0,595.0,29.9,417.0,6995.0,1805.0,25.8,2509.0,3070.0,1416.0,675.0,152.0,6.0,523.0,391.0,859.0,11.0,22952.0,2344.0,6853.0,11219.0,6295.0,852.0,21105.0,353.0,540.0,65.4,380.0,22.0,14992.0,82848.0,45581.0,16999.0,14140.0,83.2,474.0,554.0,3.0,407.0,337.0,90.0,3.0,7.0,3.0,3766.0,472.0,598.0,44.1,Premier League,England
