id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
647,Harry Kane,35,3097,23,22.174858909100294,14,7.577093588188291,138,49,1,0,F,Tottenham,19,19.130183439701796,24.995648321695626,4.451256847940385
1250,Mohamed Salah,37,3085,22,20.250846637412906,5,6.528526101261377,126,55,0,0,F M S,Liverpool,16,15.683833638206124,28.968233548104763,9.800235655158758
1228,Bruno Fernandes,37,3117,18,16.0194544615224,12,11.474995978176594,121,95,6,0,M S,Manchester United,9,8.40783962700516,26.911412378773093,11.93228487111628
453,Son Heung-Min,37,3139,17,11.023286756128073,10,9.512992469593883,68,75,0,0,F M S,Tottenham,16,10.26211790367961,20.6719155497849,6.608751138672233
822,Patrick Bamford,38,3085,17,18.401862610131502,7,3.7822465524077415,107,30,3,0,F S,Leeds,15,16.87952494621277,23.394952706992626,4.131795546039939
5555,Dominic Calvert-Lewin,33,2878,16,18.210513669997454,0,2.101818833500147,83,18,3,0,F S,Everton,16,18.210513669997454,19.884306475520134,4.270797714591026
755,Jamie Vardy,34,2848,15,19.94294610992074,9,5.087881522253156,82,28,1,0,F S,Leicester,7,13.0924265794456,18.227907367050648,2.41258773393929
8865,Ollie Watkins,37,3330,14,16.280177645385265,5,5.314029491506517,98,45,2,1,F,Aston Villa,13,14.757840014994144,22.014020785689354,5.3349911738187075
314,Ilkay Gündogan,28,2033,13,9.566883080638945,2,3.8162196557968855,54,42,1,0,M S,Manchester City,12,8.044545345939696,19.286811731755733,10.148374736309052
3277,Alexandre Lacazette,31,1939,13,12.028909418731928,2,2.209213115274906,45,22,3,0,F M S,Arsenal,10,9.745402876287699,14.361542394384742,2.9379407837986946
468,Callum Wilson,26,2079,12,13.59009125083685,5,3.046300631016493,49,17,2,0,F S,Newcastle United,8,10.545415870845318,14.205592930316925,1.0525451973080635
620,Kelechi Iheanacho,25,1452,12,9.048596148379147,2,3.534099193289876,59,28,1,0,F S,Leicester,12,8.287427310831845,13.961563635617495,3.4299153089523315
986,Danny Ings,29,2200,12,8.276573244482279,4,2.3112305803224444,57,22,1,0,F S,Southampton,10,6.7542355209589005,10.482218006625772,2.4790408574044704
4456,Chris Wood,33,2765,12,12.954135425388813,3,2.03811838850379,70,23,0,0,F S,Burnley,10,11.431797690689564,13.585281524807215,2.1498517598956823
522,Wilfried Zaha,30,2615,11,8.804439894855022,2,3.7028211038559675,60,30,6,0,F M S,Crystal Palace,9,7.282102234661579,13.579472474753857,3.6344361882656813
556,Marcus Rashford,37,2941,11,9.579709991812706,9,4.185122115537524,79,44,4,0,F M S,Manchester United,11,9.579709991812706,20.441910162568092,8.927207557484508
838,Sadio Mané,35,2805,11,14.828547755256295,7,7.787754854187369,94,61,3,0,F M S,Liverpool,11,14.828547755256295,24.99892319738865,6.057656282559037
2251,Gareth Bale,20,909,11,5.797857677564025,2,1.842241395264864,38,21,1,0,M S,Tottenham,11,5.797857677564025,8.149640910327435,2.5945137250237167
7153,Matheus Pereira,33,2594,11,6.948316538706422,6,6.355539299547672,65,58,2,1,M S,West Bromwich Albion,7,3.9036410860717297,10.857054157182574,3.75792377255857
318,Pierre-Emerick Aubameyang,29,2333,10,10.450051955878735,3,2.4313493398949504,57,22,2,0,F M S,Arsenal,8,8.927714295685291,15.113904064521194,3.955129318870604
531,Michail Antonio,26,1993,10,14.138838540762663,5,3.1944228131324053,63,27,3,0,F S,West Ham,10,14.138838540762663,19.273825880140066,2.7705206014215946
606,Christian Benteke,30,1824,10,7.457401188090444,1,0.6976262861862779,71,15,1,1,F S,Crystal Palace,10,7.457401188090444,8.47283953242004,3.153553775511682
618,Raheem Sterling,31,2539,10,12.050674013793468,7,6.628709886223078,70,39,4,0,F M S,Manchester City,10,11.289505157619715,25.88372514024377,12.17315935343504
3294,Edinson Cavani,26,1355,10,8.603231720626354,3,2.3172435145825148,34,14,4,0,F S,Manchester United,10,8.603231720626354,12.259187385439873,2.730645166710019
5612,Anwar El Ghazi,28,1612,10,9.037517840974033,0,1.8828656133264303,64,26,2,0,F M S,Aston Villa,6,5.99284244235605,7.845562790520489,2.6913463715463877
5656,Nicolas Pepe,29,1602,10,6.000206441618502,1,1.0121600376442075,47,11,1,1,F M S,Arsenal,9,5.239037621766329,9.35974013991654,4.217725777998567
8288,Tomas Soucek,38,3420,10,8.982983335852623,1,2.4447560105472803,64,18,7,1,M,West Ham,10,8.982983335852623,16.99843479692936,8.716958418488503
482,Roberto Firmino,36,2882,9,12.860213406383991,7,6.116863399744034,83,44,2,0,F M S,Liverpool,9,12.860213406383991,25.271457761526108,10.198550110682845
558,Jesse Lingard,16,1434,9,5.249168518930674,4,2.329288413748145,42,18,3,0,F M,West Ham,8,3.726830892264843,10.095708649605513,5.690425142645836
750,Riyad Mahrez,27,1961,9,6.23244518134743,6,6.086525144055486,58,45,0,0,F M S,Manchester City,9,6.23244518134743,18.846324333921075,9.170806819573045
5543,Gabriel Jesus,29,2053,9,9.653353471308947,4,3.5496952617540956,55,31,2,0,F M S,Manchester City,9,9.653353471308947,17.878496561199427,6.233648158609867
6055,Phil Foden,28,1606,9,6.083393443375826,5,4.749281365424395,45,36,0,0,F M S,Manchester City,9,6.083393443375826,13.83503944799304,5.486512366682291
6681,Harvey Barnes,25,1954,9,6.697319919243455,4,1.7716880273073912,56,26,0,0,F M S,Leicester,9,6.697319919243455,8.893774410709739,1.5948405284434557
6854,Diogo Jota,19,1114,9,7.05772053822875,0,1.7625210750848055,46,12,2,0,F M S,Liverpool,9,7.05772053822875,10.972974702715874,4.0760964918881655
7700,Che Adams,36,2685,9,12.118734162300825,5,5.227753505110741,55,37,1,0,F S,Southampton,9,12.118734162300825,14.486911714076996,2.7446243297308683
843,James Ward-Prowse,38,3420,8,5.4420363157987595,7,4.070979097858071,43,60,5,0,D M,Southampton,5,2.3973609507083893,10.637730238959193,9.40103399939835
1776,Jarrod Bowen,38,2599,8,7.988894352689385,5,5.229475776664913,55,29,0,0,F M S,West Ham,8,7.988894352689385,14.171939106658101,3.0969949951395392
3621,Neal Maupay,33,2526,8,13.773534506559372,2,4.277407880872488,71,32,1,1,F M S,Brighton,5,10.728932749480009,17.157539159059525,3.381784765049815
6630,Joe Willock,21,1215,8,5.088089782744646,0,0.7337011601775885,23,10,1,0,M S,"Arsenal,Newcastle United",8,4.326921004801989,7.0070693753659725,2.9877271251752973
6818,James Maddison,31,2123,8,3.827569866552949,5,5.386723920702934,75,50,4,0,M S,Leicester,8,3.827569866552949,11.743431102484465,6.073130352422595
7711,David McGoldrick,35,2409,8,7.6057522259652615,1,1.11661896109581,71,17,7,0,F M S,Sheffield United,8,7.6057522259652615,9.950739227235317,3.2536970684304833
8718,Stuart Dallas,38,3412,8,4.457073524594307,2,2.084683418273926,48,26,7,0,D M,Leeds,8,4.457073524594307,18.534343764185905,13.809802262112498
8720,Jack Harrison,36,2871,8,6.254042700864375,8,7.5230593085289,46,59,2,0,M S,Leeds,8,6.254042700864375,19.39748965576291,8.035575423389673
695,Bertrand Traoré,36,2362,7,6.304105126298964,6,4.570987721905112,64,35,1,0,F M S,Aston Villa,7,6.304105126298964,9.835355166345835,1.3322140527889132
1389,Jorginho,28,2022,7,6.972690678201616,1,1.954869382083416,14,24,2,0,M S,Chelsea,0,0.12224532943218946,11.383730475790799,10.87897537369281
2381,Rodrigo,26,1285,7,5.755642192438245,2,3.200529370456934,46,31,3,0,F M S,Leeds,7,5.755642192438245,10.81597439199686,4.3486531134694815
6026,Richarlison,34,2883,7,10.67026119865477,3,3.3947611711919308,81,25,4,1,F M S,Everton,6,9.909092361107469,15.864714227616787,5.1744528617709875
6441,Ferrán Torres,24,1305,7,5.7287076292559505,2,2.202425992116332,36,18,1,0,F M S,Manchester City,7,5.7287076292559505,10.002996038645506,2.9583620112389326
7490,Mason Greenwood,31,1825,7,6.975748036056757,2,2.4278998095542192,67,14,2,0,F M S,Manchester United,7,6.975748036056757,14.031832756474614,5.954058945178986
65,Timo Werner,35,2605,6,13.432795586064458,8,6.66727664321661,80,36,2,0,F M S,Chelsea,6,13.432795586064458,20.533462934195995,5.242121719755232
447,Kevin De Bruyne,25,2008,6,9.98343913257122,12,10.9582067001611,81,79,1,0,M S,Manchester City,4,7.699932523071766,22.51689299941063,11.297133274376392
501,Danny Welbeck,24,1551,6,7.380381532013416,1,3.231366850435734,35,22,0,0,F M S,Brighton,6,6.6192494705319405,10.265666516497731,1.476512636989355
675,Jack Grealish,26,2187,6,5.192683823406696,10,9.334136627614498,50,81,5,0,F M S,Aston Villa,6,5.192683823406696,17.48746880888939,6.972043983638287
702,Tammy Abraham,22,1027,6,6.189150683581829,1,0.7214874606579542,32,9,0,0,F S,Chelsea,6,6.189150683581829,7.9011704083532095,2.1223282255232334
714,Gylfi Sigurdsson,36,2250,6,6.404703327454627,5,4.837685821577907,49,44,2,0,F M S,Everton,3,3.360027943737805,8.475105920806527,3.660514172166586
2249,James Rodríguez,23,1802,6,3.3635378424078226,4,5.439711567014456,37,40,4,0,F M S,Everton,6,3.3635378424078226,12.033004865050316,7.104181377217174
5956,Youri Tielemans,38,3359,6,4.168203926645219,4,3.312251338735223,48,49,6,0,M S,Leicester,4,2.6458663111552596,18.97534204274416,14.94546852633357
7768,Mason Mount,36,2891,6,6.884880336001515,5,9.847691355273128,82,87,2,0,F M S,Chelsea,5,6.123711509630084,21.69607448298484,12.443149040453136
8026,Raphinha,30,2369,6,6.219142843037844,9,9.524860586971045,67,65,3,0,M S,Leeds,6,6.219142843037844,16.792777836322784,6.679691860452294
935,Kurt Zouma,24,2024,5,3.1368534453213215,0,0.08146697096526623,27,4,3,0,D S,Chelsea,5,3.1368534453213215,6.216146335937083,6.133133308030665
2335,Pablo Fornals,33,2603,5,6.74941030330956,4,2.532995485700667,50,31,3,0,F M S,West Ham,5,6.74941030330956,16.320041246712208,8.427109042182565
4476,Callum Robinson,28,1580,5,3.2030633985996246,0,1.0499632060527802,31,16,0,0,F M S,West Bromwich Albion,5,3.2030633985996246,5.2165407538414,1.5963355377316475
6048,Lewis Dunk,33,2934,5,2.7090762509033084,0,0.830638368614018,32,10,5,2,D,Brighton,5,2.7090762509033084,8.376229837536812,7.971441999077797
6382,Pedro Neto,31,2570,5,5.494995640590787,6,5.738268097862601,62,61,4,0,F M S,Wolverhampton Wanderers,5,5.494995640590787,11.516661681234837,4.206935252994299
6827,Bobby Reid,33,2394,5,4.269851532764733,2,1.3097007106989622,34,14,7,0,D F M S,Fulham,5,4.269851532764733,8.202645358629525,3.1313844807446003
6853,Rúben Neves,36,2681,5,4.744082774966955,1,2.061172847636044,67,33,7,0,M S,Wolverhampton Wanderers,2,2.460576256737113,6.995869668200612,4.673971687443554
7322,Bukayo Saka,32,2577,5,7.169173587113619,3,4.511790654622018,61,38,1,0,D F M S,Arsenal,5,7.169173587113619,18.292466390877962,9.180439569987357
7698,Leandro Trossard,35,2647,5,5.412756389006972,5,5.398416234180331,58,51,2,0,F M S,Brighton,5,5.412756389006972,15.99893451668322,7.631562136113644
87,Joelinton,31,2006,4,5.631002204492688,2,2.366481453180313,43,17,3,0,F M S,Newcastle United,3,4.869833366945386,9.268310604617,3.2849576491862535
502,Olivier Giroud,17,750,4,5.070415806025267,0,1.1757991276681423,29,6,1,0,F S,Chelsea,4,5.070415806025267,5.245491370558739,1.7113372217863798
553,Anthony Martial,22,1494,4,7.405651165172458,3,2.6198029601946473,42,17,0,1,F M S,Manchester United,4,7.405651165172458,11.814813017845154,3.3195053301751614
586,John Stones,22,1933,4,2.501298673450947,0,0.04683952126652002,15,2,0,1,D,Manchester City,4,2.501298673450947,10.388179659843445,10.28851056098938
619,Sergio Agüero,12,556,4,3.716518562287092,1,1.315659787505865,19,7,0,0,F M S,Manchester City,3,2.1941808788105845,4.158569987863302,1.2831713519990444
2662,Christian Pulisic,27,1739,4,6.775412477552891,2,2.7612321693450212,43,25,2,0,F M S,Chelsea,4,6.775412477552891,14.593857947736979,7.101119593717158
4105,Raúl Jiménez,10,824,4,2.3609096854925156,0,0.6329625025391579,26,6,0,0,F,Wolverhampton Wanderers,4,2.3609096854925156,3.6840762607753277,1.2332111839205027
4381,Mateusz Klich,35,2404,4,2.999958790373057,5,3.6508504655212164,36,44,6,0,M S,Leeds,2,1.4776211227290332,14.60811685398221,10.386438000015914
5220,Kai Havertz,27,1523,4,6.352183712646365,3,1.553381915204227,33,18,2,0,F M S,Chelsea,4,6.352183712646365,10.382943627424538,4.811911249533296
5556,Ademola Lookman,34,2765,4,6.251116008497775,4,5.25840737298131,69,61,5,0,F M S,Fulham,4,5.48994714114815,15.355220101773739,7.334159415215254
5560,Scott McTominay,32,2121,4,1.8477440048009157,1,2.11461328715086,26,17,3,0,M S,Manchester United,4,1.8477440048009157,10.912294186651707,7.904809940606356
6893,Stuart Armstrong,33,2791,4,2.640008491463959,5,2.9013565443456173,54,35,3,0,M S,Southampton,4,2.640008491463959,10.028461560606956,6.737702840939164
7420,Miguel Almirón,34,2458,4,3.509381879121065,1,3.1359253535047174,33,31,3,0,F M S,Newcastle United,4,3.509381879121065,9.295024225488305,3.899067119695246
8706,Eberechi Eze,34,2570,4,2.494572142139077,6,3.741961938329041,37,42,3,0,M S,Crystal Palace,4,2.494572142139077,7.996477495878935,3.959954559803009
8778,Fabio Silva,32,1341,4,6.13615732640028,3,1.1684245318174362,48,11,2,0,F S,Wolverhampton Wanderers,3,5.374988496303558,5.087808325886726,1.0827536787837744
101,Allan Saint-Maximin,25,1578,3,2.8259131088852882,4,4.013324308209121,30,29,0,0,F M S,Newcastle United,3,2.8259131088852882,10.59472032263875,4.22400295548141
111,Jannik Vestergaard,30,2571,3,2.1054082941263914,0,0.7408252637833357,23,7,3,1,D S,Southampton,3,2.1054082941263914,6.064834667369723,5.990050286054611
239,Pascal Groß,34,2469,3,5.010525770485401,8,5.368290125392377,32,69,3,0,D M S,Brighton,0,1.9658871926367283,10.404419407248497,6.732295144349337
503,Theo Walcott,22,1660,3,2.280676642432809,3,1.2631027586758137,29,17,0,0,F M S,"Everton,Southampton",3,2.280676642432809,5.551979407668114,2.2335501089692116
528,Angelo Ogbonna,28,2493,3,1.6960736466571689,0,0.4284707475453615,13,4,5,0,D,West Ham,3,1.6960736466571689,4.00784369930625,3.785348754376173
592,Ross Barkley,26,1574,3,3.6999339712783694,1,4.31900261156261,39,40,0,0,M S,"Aston Villa,Chelsea",3,3.6999339712783694,9.896902839653194,3.7172514870762825
669,Ashley Westwood,38,3412,3,1.0059903170913458,3,6.534150272607803,19,52,7,0,M,Burnley,3,1.0059903170913458,10.02816173247993,6.304798097349703
773,Aleksandar Mitrovic,27,1369,3,5.677362998947501,3,2.9247111547738314,59,23,3,0,F S,Fulham,2,4.1550253089517355,7.808299113065004,1.8494821228086948
782,Ben Chilwell,27,2296,3,2.9848903995007277,5,2.455677840858698,27,30,3,0,D M,Chelsea,3,2.9848903995007277,11.330961346626282,8.155131921172142
804,Craig Dawson,22,1925,3,2.7360607353039086,0,0.054468296468257904,16,2,3,1,D,West Ham,3,2.7360607353039086,3.005057269707322,3.005057269707322
964,Kyle Bartley,30,2581,3,2.6014003232121468,1,0.7599650248885155,14,7,4,0,D S,West Bromwich Albion,3,2.6014003232121468,2.48464941047132,1.4993401113897562
1017,Matej Vydra,28,1363,3,5.373272832483053,2,2.1183407343924046,35,14,0,0,F S,Burnley,3,5.373272832483053,6.425857454538345,1.0472040101885796
1653,Michael Keane,35,2986,3,1.5046916585415602,1,1.0852528270334005,16,7,4,0,D S,Everton,3,1.5046916585415602,6.951784314587712,6.675621526315808
1740,Paul Pogba,26,1893,3,2.9882028456777334,3,2.066863002255559,31,24,3,0,M S,Manchester United,3,2.9882028456777334,11.6914734095335,7.444205395877361
3293,Lucas Moura,30,1392,3,1.9466326590627432,4,2.0640352852642536,18,16,1,0,F M S,Tottenham,3,1.9466326590627432,7.51403795927763,5.200064562261105
3428,Hélder Costa,22,1152,3,2.598154854029417,3,0.6283337883651257,16,7,0,0,M S,Leeds,3,2.598154854029417,4.516011323779821,2.2073262743651867
3491,Romain Saiss,27,2409,3,3.169141481630504,0,0.6693505402654409,28,5,2,0,D,Wolverhampton Wanderers,3,3.169141481630504,4.751177296042442,3.9122766880318522
3683,Ivan Cavaleiro,36,2477,3,5.548666689544916,0,2.68047393579036,47,42,2,0,D F M S,Fulham,2,4.026328969746828,8.240886438637972,2.8567301016300917
4422,Ashley Barnes,22,1342,3,3.874066237360239,0,0.8005475150421262,38,19,4,0,F M S,Burnley,2,3.1128973700106144,4.19031529314816,1.1986291762441397
5587,Josh Maja,15,809,3,4.918053388595581,0,0.7428302690386772,21,7,0,0,F S,Fulham,2,4.156884551048279,4.449021197855473,0.6455439738929272
5595,Daniel James,15,920,3,2.312423251569271,1,1.3286132868379354,17,10,3,0,M S,Manchester United,3,2.312423251569271,5.241103306412697,2.1443817038089037
5962,Tanguy NDombele Alvaro,33,2141,3,1.5304815424606204,2,2.1263335961848497,18,14,3,0,M S,Tottenham,3,1.5304815424606204,10.934965118765831,8.005785129964352
6144,Sébastien Haller,16,933,3,2.554668180644512,0,1.134867813438177,25,10,0,0,F S,West Ham,3,2.554668180644512,3.66033024340868,0.8529489319771528
7712,Billy Sharp,16,723,3,2.983076898381114,0,0.5832782126963139,9,4,1,0,F S,Sheffield United,1,1.4607392232865095,2.650699468329549,0.6648953501135111
7723,John McGinn,37,3330,3,2.166595253162086,5,3.5017576599493623,45,42,12,0,M,Aston Villa,3,2.166595253162086,14.868267310783267,9.945619264617562
8239,Takumi Minamino,19,1004,3,2.924741802737117,0,0.810821570456028,20,5,1,0,F M S,"Liverpool,Southampton",3,2.924741802737117,6.542065359652042,2.9392819050699472
8291,Daniel Podence,24,1718,3,2.744377875700593,2,1.8394327834248543,32,21,3,0,F M S,Wolverhampton Wanderers,3,2.744377875700593,6.725102685391903,2.910881344228983
9290,Mbaye Diagne,16,1205,3,6.247825153172016,2,0.9861007407307625,25,10,2,0,F S,West Bromwich Albion,3,6.247825153172016,8.729950740933418,1.773010155186057
343,Pierre-Emile Højbjerg,38,3420,2,1.1379272593185306,4,1.7558950493112206,14,16,9,0,M,Tottenham,2,1.1379272593185306,16.20580850355327,14.680379221215844
725,Ola Aina,31,2683,2,0.8479764661751688,1,1.5527279656380415,14,15,3,0,D M,Fulham,2,0.8479764661751688,6.773145352024585,6.1204672530293465
757,Jeffrey Schlupp,27,1424,2,2.0151155441999435,3,2.5725825037807226,18,18,3,0,M S,Crystal Palace,2,2.0151155441999435,5.158029245212674,3.4669567365199327
766,Jamaal Lascelles,19,1633,2,0.7653548326343298,0,0.06688277795910835,16,2,4,0,D,Newcastle United,2,0.7653548326343298,2.606449857354164,2.349907726049423
770,Ayoze Pérez,25,1326,2,4.0365753173828125,1,1.2486064918339252,31,23,2,0,F M S,Leicester,2,4.0365753173828125,9.872759373858571,6.759955797344446
771,Georginio Wijnaldum,38,2961,2,2.817426797002554,0,1.6629218505695462,31,21,1,0,M S,Liverpool,2,2.817426797002554,13.922181812115014,10.476276839151978
790,Nathan Redmond,29,1718,2,3.833790460601449,3,3.3530822433531284,45,29,1,0,F M S,Southampton,2,3.833790460601449,8.997613228857517,3.2675564512610435
807,Jonny Evans,28,2483,2,1.8557127667590976,2,0.5386310797184706,8,10,7,0,D,Leicester,2,1.8557127667590976,8.730609510093927,7.94296670332551
900,Adama Traoré,37,2630,2,2.0761541817337275,2,5.271671320311725,43,55,4,0,D F M S,Wolverhampton Wanderers,2,2.0761541817337275,9.475093045271933,3.006398070603609
